ID	gene_family	genbank_protein_accession	genbank_nucleotide_accession	class	subclass	pubmed_reference	product_name	Resistance Mechanism
ARO:3005246	ADC beta-lactamase without carbapenemase activity	AZK35805.1	MK248723.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006353	ADC beta-lactamases pending classification for carbapenemase activity	WP_059247009.1	NG_064707.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006354	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211210.1	NG_064708.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006355	ADC beta-lactamases pending classification for carbapenemase activity	WP_072292271.1	NG_064709.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006356	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512056.1	NG_064710.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006357	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512057.1	NG_064711.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006358	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512058.1	NG_064712.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003863	ADC beta-lactamase without carbapenemase activity	CAK95242.1	AM283522.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006359	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512059.1	NG_064713.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006360	ADC beta-lactamases pending classification for carbapenemase activity	WP_003112187.1	NG_064714.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006361	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512060.1	NG_064715.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006362	ADC beta-lactamases pending classification for carbapenemase activity	WP_013197184.1	NG_064716.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006363	ADC beta-lactamases pending classification for carbapenemase activity	WP_133972424.1	NG_066693.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006364	ADC beta-lactamases pending classification for carbapenemase activity	WP_140423305.1	NG_065420.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006365	ADC beta-lactamases pending classification for carbapenemase activity	WP_145850033.1	NG_065858.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006366	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823452.1	NG_066477.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006367	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823453.1	NG_066478.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006368	ADC beta-lactamases pending classification for carbapenemase activity	WP_114166683.1	NG_066479.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003848	ADC beta-lactamase without carbapenemase activity	AAO43172.1	AY177427.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003864	ADC beta-lactamase without carbapenemase activity	CAK95241.1	AM283521.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006369	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823454.1	NG_066480.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006370	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823455.1	NG_066481.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006371	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823456.1	NG_066482.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006372	ADC beta-lactamases pending classification for carbapenemase activity	WP_032000414.1	NG_066483.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006373	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823457.1	NG_066484.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006374	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823458.1	NG_066485.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006375	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823459.1	NG_066486.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006376	ADC beta-lactamases pending classification for carbapenemase activity	WP_130173437.1	NG_066487.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006377	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823460.1	NG_066488.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006378	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823461.1	NG_066489.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003865	ADC beta-lactamase without carbapenemase activity	CAK95240.1	AM283520.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006379	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823462.1	NG_066490.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006380	ADC beta-lactamases pending classification for carbapenemase activity	WP_150823463.1	NG_066491.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006381	ADC beta-lactamases pending classification for carbapenemase activity	WP_031975357.1	NG_066492.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006382	ADC beta-lactamases pending classification for carbapenemase activity	WP_078230092.1	NG_066493.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006383	ADC beta-lactamases pending classification for carbapenemase activity	WP_060454527.1	NG_066494.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006384	ADC beta-lactamases pending classification for carbapenemase activity	WP_039098799.1	NG_066495.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006385	ADC beta-lactamases pending classification for carbapenemase activity	WP_039211240.1	NG_066496.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006386	ADC beta-lactamases pending classification for carbapenemase activity	WP_060470109.1	NG_066497.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006387	ADC beta-lactamases pending classification for carbapenemase activity	WP_078216190.1	NG_066498.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006388	ADC beta-lactamases pending classification for carbapenemase activity	WP_039213353.1	NG_066499.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003866	ADC beta-lactamase without carbapenemase activity	CAK95239.1	AM283519.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006389	ADC beta-lactamases pending classification for carbapenemase activity	WP_087876534.1	NG_066500.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006390	ADC beta-lactamases pending classification for carbapenemase activity	WP_156404644.1	NG_067133.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006391	ADC beta-lactamases pending classification for carbapenemase activity	WP_031960999.1	NG_067193.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006392	ADC beta-lactamases pending classification for carbapenemase activity	WP_064987478.1	NG_067194.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006393	ADC beta-lactamases pending classification for carbapenemase activity	WP_064907831.1	NG_067195.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006394	ADC beta-lactamases pending classification for carbapenemase activity	WP_160164833.1	NG_067196.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006395	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211224.1	NG_067197.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006396	ADC beta-lactamases pending classification for carbapenemase activity	WP_160164834.1	NG_067198.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006397	ADC beta-lactamases pending classification for carbapenemase activity	WP_160164835.1	NG_067199.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006398	ADC beta-lactamases pending classification for carbapenemase activity	WP_160164836.1	NG_067200.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003867	ADC beta-lactamase without carbapenemase activity	CAK95238.1	AM283518.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006399	ADC beta-lactamases pending classification for carbapenemase activity	WP_160164837.1	NG_067201.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006400	ADC beta-lactamases pending classification for carbapenemase activity	WP_160164838.1	NG_067202.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006401	ADC beta-lactamases pending classification for carbapenemase activity	WP_064907116.1	NG_067203.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006402	ADC beta-lactamases pending classification for carbapenemase activity	WP_031950434.1	NG_067204.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006403	ADC beta-lactamases pending classification for carbapenemase activity	WP_159162532.1	NG_067978.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006404	ADC beta-lactamases pending classification for carbapenemase activity	WP_132038428.1	NG_067979.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006405	ADC beta-lactamases pending classification for carbapenemase activity	WP_176673601.1	NG_070226.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006406	ADC beta-lactamases pending classification for carbapenemase activity	WP_086262823.1	NG_071183.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006407	ADC beta-lactamases pending classification for carbapenemase activity	WP_002058891.1	NG_071184.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006408	ADC beta-lactamases pending classification for carbapenemase activity	WP_031981814.1	NG_071185.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006409	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512061.1	NG_064717.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006410	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211207.1	NG_071186.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006411	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211198.1	NG_071187.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006412	ADC beta-lactamases pending classification for carbapenemase activity	WP_047481394.1	NG_071188.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006413	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211199.1	NG_071189.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006414	ADC beta-lactamases pending classification for carbapenemase activity	WP_032017586.1	NG_071190.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006415	ADC beta-lactamases pending classification for carbapenemase activity	WP_032005249.1	NG_071191.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006416	ADC beta-lactamases pending classification for carbapenemase activity	WP_031976577.1	NG_071192.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006417	ADC beta-lactamases pending classification for carbapenemase activity	WP_032058755.1	NG_071193.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006418	ADC beta-lactamases pending classification for carbapenemase activity	WP_021511005.1	NG_071194.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006419	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211200.1	NG_071195.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003868	ADC beta-lactamase without carbapenemase activity	ABK34773.1	EF016355.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006420	ADC beta-lactamases pending classification for carbapenemase activity	WP_086329657.1	NG_071196.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006421	ADC beta-lactamases pending classification for carbapenemase activity	WP_086443396.1	NG_071197.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006422	ADC beta-lactamases pending classification for carbapenemase activity	WP_086399847.1	NG_071198.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006423	ADC beta-lactamases pending classification for carbapenemase activity	WP_086394244.1	NG_071199.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006424	ADC beta-lactamases pending classification for carbapenemase activity	WP_031996777.1	NG_071200.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006425	ADC beta-lactamases pending classification for carbapenemase activity	WP_022575343.1	NG_071201.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006426	ADC beta-lactamases pending classification for carbapenemase activity	WP_204376223.1	NG_073457.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006427	ADC beta-lactamases pending classification for carbapenemase activity	WP_069174569.1	NG_051493.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003849	ADC beta-lactamase without carbapenemase activity	AAO59456.1	AY178995.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004617	ADC beta-lactamase without carbapenemase activity	AEL30572.1	JF265068.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003870	ADC beta-lactamase without carbapenemase activity	ADX04315.1	CP001921.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006428	ADC beta-lactamases pending classification for carbapenemase activity	WP_004739487.1	NG_050717.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006429	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211220.1	NG_056059.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006430	ADC beta-lactamases pending classification for carbapenemase activity	WP_063857799.1	NG_048653.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003871	ADC beta-lactamase without carbapenemase activity	ACC95874.1	EU652244.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003850	ADC beta-lactamase without carbapenemase activity	AAO59457.1	AY178996.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003872	ADC beta-lactamase without carbapenemase activity	ACN62070.1	FJ744160.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003873	ADC beta-lactamase without carbapenemase activity	ACN62071.1	FJ744161.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003874	ADC beta-lactamase without carbapenemase activity	ACN62072.1	FJ744162.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003876	ADC beta-lactamase without carbapenemase activity	ACN62073.1	FJ744163.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003851	ADC beta-lactamase without carbapenemase activity	CAE00827.1	AJ575184.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006431	ADC beta-lactamases pending classification for carbapenemase activity	WP_063857805.1	NG_048662.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006432	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211232.1	NG_048663.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006433	ADC beta-lactamases pending classification for carbapenemase activity	WP_063857806.1	NG_048664.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006434	ADC beta-lactamases pending classification for carbapenemase activity	WP_063857807.1	NG_048665.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003878	ADC beta-lactamase without carbapenemase activity	AEG47700.1	HQ662682.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006435	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211226.1	NG_051494.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004618	ADC beta-lactamase without carbapenemase activity	AFG25594.1	JQ319653.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004619	ADC beta-lactamase without carbapenemase activity	AFG25595.1	JQ319654.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003852	ADC beta-lactamase without carbapenemase activity	AUD40659.1	MG601730.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004620	ADC beta-lactamase without carbapenemase activity	AFH53180.1	JQ692087.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003879	ADC beta-lactamase without carbapenemase activity	AFI56570.1	JQ753702.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004632	ADC beta-lactamase without carbapenemase activity	AFK24475.1	JQ867374.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006436	ADC beta-lactamases pending classification for carbapenemase activity	WP_063857812.1	NG_048673.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006437	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512062.1	NG_064718.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006438	ADC beta-lactamases pending classification for carbapenemase activity	WP_136512063.1	NG_064719.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004633	ADC beta-lactamase without carbapenemase activity	AFP89364.1	JX169789.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004493	ADC beta-lactamase with carbapenemase activity	AGL39360.1	KC866352.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3003853	ADC beta-lactamase without carbapenemase activity	AAT70411.1	AY648950.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006439	ADC beta-lactamases pending classification for carbapenemase activity	WP_017480710.1	NG_051317.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3004634	ADC beta-lactamase without carbapenemase activity	ALA14808.1	KP881233.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003880	ADC beta-lactamase without carbapenemase activity	ALA14809.1	KP881234.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003881	ADC beta-lactamase without carbapenemase activity	ALA14810.1	KP881235.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003882	ADC beta-lactamase without carbapenemase activity	ALA14811.1	KP881236.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003883	ADC beta-lactamase without carbapenemase activity	ALA14812.1	KP881237.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003884	ADC beta-lactamase without carbapenemase activity	ALA14813.1	KP881238.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003885	ADC beta-lactamase without carbapenemase activity	ALA14814.1	KP881239.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003854	ADC beta-lactamase without carbapenemase activity	CAL25116.3	AM293332.3	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003886	ADC beta-lactamase without carbapenemase activity	WP_029424536.1	NG_048686.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003887	ADC beta-lactamase without carbapenemase activity	ALA14816.1	KP881241.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3003888	ADC beta-lactamase without carbapenemase activity	EXE65374.1	JEXY01000001.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006440	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981615.1	NG_051447.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006441	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981616.1	NG_051448.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006442	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981617.1	NG_051449.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006443	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981618.1	NG_051450.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006444	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981619.1	NG_051451.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006445	ADC beta-lactamases pending classification for carbapenemase activity	WP_001211221.1	NG_051452.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006446	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981620.1	NG_051453.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006447	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981621.1	NG_051454.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006448	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981622.1	NG_051455.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006449	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981623.1	NG_051456.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006450	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981624.1	NG_051457.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006451	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981625.1	NG_051458.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006452	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981626.1	NG_051459.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006453	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981627.1	NG_051460.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006454	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981628.1	NG_051461.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006455	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981629.1	NG_051462.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3006456	ADC beta-lactamases pending classification for carbapenemase activity	WP_068981630.1	NG_051463.1	cephalosporin	cephalosporin	-		antibiotic inactivation
ARO:3000774	resistance-nodulation-cell division (RND) antibiotic efflux pump	AAL14439.1	AF370885.1	glycylcycline;tetracycline antibiotic	glycylcycline;tetracycline antibiotic	-		antibiotic efflux
ARO:3000775	resistance-nodulation-cell division (RND) antibiotic efflux pump	AAL14440.1	AF370885.1	glycylcycline;tetracycline antibiotic	glycylcycline;tetracycline antibiotic	-		antibiotic efflux
ARO:3003811	resistance-nodulation-cell division (RND) antibiotic efflux pump	ALX99516.1	CP013924.1	glycylcycline;tetracycline antibiotic	glycylcycline;tetracycline antibiotic	-		antibiotic efflux
ARO:3000777	resistance-nodulation-cell division (RND) antibiotic efflux pump	CAJ77856.1	CT025801.2	fluoroquinolone antibiotic;tetracycline antibiotic	fluoroquinolone antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000778	resistance-nodulation-cell division (RND) antibiotic efflux pump	CAJ77857.1	CT025800.2	fluoroquinolone antibiotic;tetracycline antibiotic	fluoroquinolone antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000779	resistance-nodulation-cell division (RND) antibiotic efflux pump	CAJ77855.1	CT025802.2	fluoroquinolone antibiotic;tetracycline antibiotic	fluoroquinolone antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000780	resistance-nodulation-cell division (RND) antibiotic efflux pump	ACJ41739.1	CP001182.2	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000781	resistance-nodulation-cell division (RND) antibiotic efflux pump	AAX14802.1	AY769962.1	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000782	resistance-nodulation-cell division (RND) antibiotic efflux pump	AAX14803.1	AY769962.1	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000620	resistance-nodulation-cell division (RND) antibiotic efflux pump	ALH22601.1	KR297239.1	fluoroquinolone antibiotic;tetracycline antibiotic	fluoroquinolone antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000559	resistance-nodulation-cell division (RND) antibiotic efflux pump	AGV28567.1	KF147862.1	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	-		antibiotic efflux
ARO:3000553	resistance-nodulation-cell division (RND) antibiotic efflux pump	ADM92605.1	HM440348.1	glycylcycline;tetracycline antibiotic	glycylcycline;tetracycline antibiotic	-		antibiotic efflux
ARO:3000549	resistance-nodulation-cell division (RND) antibiotic efflux pump	ADM92606.1	HM440348.1	glycylcycline;tetracycline antibiotic	glycylcycline;tetracycline antibiotic	-		antibiotic efflux
ARO:3002481	AER beta-lactamase	AAC09015.1	U14748.1	penam	penam	-		antibiotic inactivation
ARO:3006890	AFM beta-lactamase	WP_069953510.1	NG_063835.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006891	AFM beta-lactamase	WP_204376224.1	NG_073458.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3004451	chloramphenicol acetyltransferase (CAT)	AAA22081.1	M58472.1	phenicol antibiotic	phenicol antibiotic	-		antibiotic inactivation
ARO:3000853	AIM beta-lactamase	CAQ53840.1	AM998375.1	cephalosporin;cephamycin;penam	cephalosporin;cephamycin;penam	-		antibiotic inactivation
ARO:3006892	ALG11 beta-lactamase	WP_122630833.1	NG_062237.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006893	ALG6 beta-lactamases	WP_122630832.1	NG_062236.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006894	ALI beta-lactamase	WP_026025287.1	NG_057427.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3006895	ALI beta-lactamase	WP_065597326.1	NG_059328.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3004452	chloramphenicol acetyltransferase (CAT)	AAQ63644.1	AY238971.1	phenicol antibiotic	phenicol antibiotic	-		antibiotic inactivation
ARO:3007433	alm glycyltransferase;polymyxin resistance operon	MCO7070877.1	JAKJWK010000010.1	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3007431	alm glycyl carrier protein;polymyxin resistance operon	PNM48229.1	LOSL02000001.1	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3004364	lipid A acyltransferase;polymyxin resistance operon	AAF94731.1	AE003852.1	peptide antibiotic	peptide antibiotic	-		antibiotic target alteration
ARO:3002982	resistance-nodulation-cell division (RND) antibiotic efflux pump	CAH35803.1	BX571965.1	aminoglycoside antibiotic;macrolide antibiotic	aminoglycoside antibiotic;macrolide antibiotic	-		antibiotic efflux
ARO:3002983	resistance-nodulation-cell division (RND) antibiotic efflux pump	CAH35802.1	BX571965.1	aminoglycoside antibiotic;macrolide antibiotic	aminoglycoside antibiotic;macrolide antibiotic	-		antibiotic efflux
ARO:3007694	AMZ beta-lactamase	WHL54874.1	OQ948417.1	cephalosporin;cephamycin;penam	cephalosporin;cephamycin;penam	-		antibiotic inactivation
ARO:3006896	ANA beta-lactamase	WP_041449074.1	NG_057424.1	carbapenem	carbapenem	-		antibiotic inactivation
ARO:3000230	ANT(2'')	AAC64365.1	AF078527.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3005062	ANT(3'')	QEQ43477.1	MN366379.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
ARO:3004089	ANT(3'')	EEX02086.1	GG704579.1	aminoglycoside antibiotic	aminoglycoside antibiotic	-		antibiotic inactivation
